Cumberland,Portland and other towns,"Gulf of Maine Sashimi, Inc.","416 Commercial Street, Portland, Maine",info@gulfofmainesashimi.com,,,"cod, pollock, hake, redfish, haddock, monkfish, flounder, scallops",,,,,,,,,"43.649738, -70.256804",,,,,,,,,,,
Cumberland,Pownal,ChiGoBee Farm,"156 Fickett Rd, Pownal, Maine",chigobeefarm@gmail.com,(207) 450-4298,,,"Chicken, quail",Goat cheese,,,Cut flowers,,,Honey,"43.935306, -70.200265",,,,,,,,,,,
Cumberland,Pownal,Snowfields Farm,"450 Lawrence Road, Pownal, Maine",info@snowfieldsfarm.com,,,,,,Assorted vegetables through seasonal CSA,,Lavender,,,,"43.909900, -70.202137",,,,,,,,,,,
Cumberland,Pownal,Tir na nOg Farm,"44 Leighton Road, Pownal, Maine",suemackeral@gmail.com,(207) 749-8321,"Grass-fed organic beef, forest-fed pork & boar, pasture-raised chicken",,Free-range chicken eggs,,,,,,,,"43.895428, -70.222045",,,,,,,,,,,
Cumberland,Raymond,Balsam Ridge,"140 Egypt Road, Raymond, Maine",lloy@fairpoint.net,(207) 655-4474,,,,,,,,,,"Maple Syrup, Maple Confections","43.935050, -70.418473",,,,,,,,,,,
Cumberland,Raymond,Mulberry Farms,"96 N Raymond Road, Raymond, Maine",debbie@mulberryfarmsmaine.com,(207) 317-1101,,,,Goat Cheese,Organic vegetables from Asparagus to Zucchini,"Organic Strawberries, Blueberries, Raspberries & Apples",,,Maple Syrup,"Pickles, Mustard, Jam","43.956587, -70.388647",,,,,,,,,,,
Cumberland,Scarborough,Broadturn Farm,"388 Broadturn Road, Scarborough, Maine",alaenarobbins@gmail.com,(914) 610-0166,,,,,,,Tulips,,,,"43.612016, -70.468785",,,,,,,,,,,
Cumberland,Scarborough,Meeting House Herb Farm,"35 Hunnewell Road, Scarborough, Maine",info@meetinghouse.farm,(207) 303-0733,,,,,Dried Medicinal Herbs,,,,,Herbal Teas,"43.605544, -70.329671",,,,,,,,,,,
Cumberland,Scarborough,The Goronson Farm,"1 Henrikson Rd, Scarborough, Maine",goronsonfarm@gmail.com,(207) 357-7447,,,Pekin & White Crested Duck,,"MOFGA cert organic seedlings, tomatoes, salad greens, peppers, etc.","peaches, pears in season","Early, Mid and Late Season Flower CSAs; Tulips, Daffodils, Sunflowers, rare Peonies",,,,"43.611441, -70.392956",,,,,,,,,,,
Cumberland,Sebago,Crabtree's PYO Highbush Blueberries,"703 Bridgton Road, Sebago, Maine",crabtree@crabcoll.com,(207) 787-2730,,,,,,Blueberries,,,,,"43.908928, -70.705449",,,,,,,,,,,
Cumberland,Sebago,Greene Maple Farm,"77 Bridgton Road, Sebago, Maine",greenemaplefarm@gmail.com,(207) 787-3391,,,,,,,,,,Maple Syrup,"43.873070, -70.676186",,,,,,,,,,,
Cumberland,Sebago,Phillip View Farm,"723 Bridgton Road, Sebago, Maine",phillipviewfarm@gmail.com,(207) 787-3391,"Scottish Highland grass fed beef, pasture raised pork",,Free Range Eggs,,,,,,,"Maple Syrup, Honey, Maple Salsa, Piccalilli, Relish, Maple Cream, Maple Candy, Maple Sugar, Maple Whoopie Pies and more!","43.911510, -70.705368",,,,,,,,,,,
Cumberland,Sebago,The Sebago House Dairy,"455 Long Hill Rd., Sebago, Maine",sebagohousedairy@gmail.com,(207) 787-5212,,,,"Raw cows milk, homemade butter",,,,,,,"43.871974, -70.669290",,,,,,,,,,,
Cumberland,South Freeport,ZU bakery,"Fort Andross Mill, 14 Maine Street, Bruswick, Maine",zubakery@gmail.com,(207) 409-0117,,,,,,,,,,Bread + Pastry,"43.91932,-69.9679751",,,,,,,,,,,
Cumberland,Standish,Feather and Scale Farm,(contact for address),Featherandscale@gmail.com,(207) 518-1291,,,Eggs,"Goats milk, chèvre (plain and flavored), yogurt, keifer",,,,,,,"43.735585, -70.550983",,,,,,,,,,,
Cumberland,Steep Falls/Standish,Sweet Relief Farm,"33 Florence Lane, Steep Falls, Maine",julee@sweetrelieffarm.com,(207) 675-3410,,,,,yes,,,,,,"43.775647, -70.648409",,,,,,,,,,,
Cumberland,Westbrook,Smiling Hill Farm and Silvery Moon Creamery,"781 County Rd, Westbrook, Maine",info@smilinghill.com,(207) 775-4818,"pork and beef: different cuts, ground, sausage, bacon, bones.",,chicken and duck eggs,"milk, cream, flavored milk; cow's milk yogurt, cream cheese, fresh and aged cheeses; ice cream",pickled only,,,,"maple syrup, maple candy; maple vanilla yogurt, maple walnut ice cream",lunch cafe 11am to 3pm (2pm during colder months); frozen brie pies for baking at home,"43.647532, -70.378011",,,,,,,,,,,
Cumberland,Windham,Bumbleroot Organic Farm,"Windham, Maine",info@bumblerootorganicfarm.com,,,,,,"Spring Greens, Summer and Fall Mixed Vegetables and Herbs",,,,,,"43.729087, -70.394620",,,,,,,,,,,
Cumberland,Windham,Cooper's Maple Products,"81 Chute Road, Windham, Maine",gmcooper81@aol.com,(207) 232-5842,,,,,,,Complete line of flowers from 6 packs to jumbo hangers,,"Maple syrup, maple sugar, maple cream. Maple coated nuts, candy and other products. Also our own raw honey!",,"43.748094, -70.407702",,,,,,,,,,,
Cumberland,Windham,Nash Valley Farm,"79 Nash Road, Windham, Maine",nashvalleyfarm@myfairpoint.net,(207) 892-7019,,,,,,,,,,"Maple Syrup, maple candy, maple nuts, maple fudge","43.801086, -70.386847",,,,,,,,,,,
Cumberland,Windham,Pleasant River Farm,"9 Harriet Avenue, Windham, Maine",prfpinz@myfairpoint.net,(207) 892-5396,Beef - Hamburg,,,,,,,,,,"43.809397, -70.412313",,,,,,,,,,,
Franklin,Chesterville,Colby Woods Cattle LLC,"612 Borough Rd, Chesterville, Maine",morganturner33@yahoo.com,(207) 491-5159,"Beef, Pork",,,,,,,,"Maple Cream, Maple Syrup",,"44.563962, -70.142242",,,,,,,,,,,
Franklin,Chesterville,JB Farm Store,"140 Stinchfield Hill Road, Chesterville, Maine",jbfarm15@gmail.com,(207) 399-7652,"Beef, Pork, Chicken, Turkey",,Chicken Eggs,,,,,,Maple Syrup,"Salsa, Pickles, Pickled Beats, Zucchini Relish, Jams and Preserves","44.603397, -70.062683",,,,,,,,,,,
Franklin,East Dixfield,Homemade at More Acres,"141 More Acres Rd, P O Box 58, East Dixfield, Maine",jlsmit5474@gmail.com,(207) 779-7180,,,,,,,,,,"Breads, rolls, pies, other bakery items","44.574592, -70.301070",,,,,,,,,,,
Franklin,East Wilton,Whitehill Farm,"357 McCrillis Corner Road, East Wilton, Maine",amy@whitehillfarm.com,(207) 778-2685,,,,,,,,,,,"44.602697, -70.153247",,,,,,,,,,,
Franklin,Farmington,Fairbanks Farmstand & Nursery,"887 Fairbanks Road, Farmington, Maine",info@fairbanksfarmstand.com,(207) 370-7542,,,Chicken Eggs,,"Seasonal Vegetables (Greens, Lettuce, Tomatoes, Cucumbers etc)","Seasonal Fruit (Strawberries, Blackberries, Peaches)",Simple bouquets,,,,"44.711707, -70.188444",,,,,,,,,,,
Franklin,Farmington,Knowlton Corner Farm,"341 Knowlton Corner Road, Farmington, Maine",bobg@beeline-online.net,(207) 778-6520,,,Farm Fresh Eggs,,,,,,,"Pastry Sticks, bread, cookies, pastries","44.627724, -70.134429",,,,,,,,,,,
Franklin,Farmington,LoveGrown,"186 Main Street Suite 1, Farmington, Maine",info@lovegrownhemp.com,(207) 778-1181,,,,,,,Cut flowers in season,Whole sterilized hempseed,,"Hemp flower oils, tea, salve, balm, pet tincture, herbal syrups, flower essences, herbal tinctures, elixers, and tonics","44.670147, -70.150697",,,,,,,,,,,
Franklin,Farmington,LoveGrown Agricultural Research LLC,578 Industry Road,erica@lovegrownhealing.com,(207) 778-1181,,,,,"Mixed vegetables, many native herbs and flowers",,"Many native flowers and cut flowers, mostly dried",,Local maple syrup in our farm shop,Our farm shop The Cabin is well stocked with preserves and herbal products as well as unique art and artisan works,,,,,,,,,,,,
Franklin,Farmington,Maine Homestead Project,"261 Mason Rd., Farmington, Maine",maine.homestead.project@gmail.com,(774) 994-2843,,,Eggs,,Miscellaneous,,,,,,"44.633896, -70.071739",,,,,,,,,,,
Franklin,Farmington,,,,(207) 778-1912,,,,,,,,,,,"44.680400, -70.209433",,,,,,,,,,,
Franklin,Farmington,Rustic Roots Farm,"Farmington, Maine",erica@rusticrootsfarm.org,(207) 205-2627,,,,,Farm shares (CSA),,,,,,"44.639003, -70.102165",,,,,,,,,,,
Franklin,Farmington/Kingfield/Rangeley,Western Maine Market - Online Farmers' Market,"c/o Better Living Center, Front St., Farmington ME 04938",info@westernmainemarket.com,(207) 860-0703,"Beef, Chicken, Duck, Lamb, Pork",,,,"Dry beans, garlic, potatoes, shallots; various frozen or preserved; greens coming soon; much more as the season progresses","Preserved now, various in season.",,Corn meal,Syrup,"Pesto, Sauces","44.669177, -70.152241",,,,,,,,,,,
Franklin,Industry,Motley Mt. Farm,"2083 Industry Rd, Industry, Maine",wizardj@myfairpoint.net,(207) 578-1200,,,,,,,,,"Syrup, maple sugar, candy",,"44.716349, -70.004701",,,,,,,,,,,
Franklin,Jay,Irish's Berries and Honey,"20 Davenport Hill Rd, Jay, Maine",jirish207@msn.com,(207) 897-5708,,,,,,Blueberries (summer),,,Honey and Maple Syrup,,"44.515785, -70.257140",,,,,,,,,,,
Franklin,New Sharon,Pine Tree Poultry,"209 Mile Hill Road, New Sharon, Maine",Tim@pinetreepoultry.com,(207) 778-2889,Chicken and turkey,,,,,,,,,,"44.628415, -69.985035",,,,,,,,,,,
Franklin,New Vineyard,Sillanpaa Family Farm,"740 Anson Valley Road, New Vineyard, Maine",Sillanpaafamilyfarm@gmail.com,(207) 652-2230,"Beef, pork, chicken and lamb",,,,,,,,,,"44.839498, -70.050345",,,,,,,,,,,
Franklin,Strong,River Run Farm,"968 South Strong Rd, Strong, Maine",Rrfarm@tds.net,(207) 684-4733,Beef,,,,,,,,Maple syrup,,"44.745233, -70.191731",,,,,,,,,,,
Franklin,Strong,Smith Ridge Maine,"628 Taylor Hill Rd, Strong, Maine",Smithridgemaine@gmail.com,(207) 491-5551,,,"Chicken, pastured",,Variety,Blueberries,Lavender,,,,"44.834696, -70.164685",,,,,,,,,,,
Franklin,Strong,O'Rye Farm,"1021 S Strong Rd, Strong, ME",oryefarm@gmail.com,(978) 502-9726,,,Free range eggs,,"Diverse vegetables; tomatoes, peppers, cucumbers, squash, greens, and more!",,,,,,"44.7406862, -70.1878744",,,,,,,,,,,
Franklin,Temple,Jackson Mountain Maple Farm,"51 Orchard Hill Rd, Temple, Maine",joehodg@yahoo.com,(207) 779-7202,,,,,,,,,"Pints, Quarts, Half Gallons and Gallons of pure maple syrup",,"44.673869, -70.234201",,,,,,,,,,,
Franklin,Wilton,Hall Farms Maple Products,"989 US RT 2 W, Wilton, Maine",Rodney@hallfarms.com,(207) 645-2862,,,,,,,,,"Maple syrup all sizes and grades, maple sauces, dry rubs, maple butter, maple cream, maple Whoopie pies .",,"44.574477, -70.307176",,,,,,,,,,,
Franklin,Wilton,Long Drive Acres Maple Farm,"319 Temple Rd., Wilton, Maine",longdriveacres@gmail.com,(207) 491-1817,,,,,,,,,"Maple Syrup, Maple Cream, Granulated Sugar",,"44.637231, -70.199313",,,,,,,,,,,
Hancock,Blue Hill,Blue Hill Co-op,"70 South Street, Blue Hill, Maine",info@bluehill.coop,(207) 374-2165,Wide variety of Maine produced meats & charcuterie,Selection of seafood in fresh meat & frozen case,Several local farmers eggs,"Fresh milk, raw milk, yogurt, cheese, kefir","Fresh produce from dozens of local, regional and Maine growers.","Fresh produce from dozens of local, regional and Maine growers.",Fresh cut flowers from Four Season Farm and Clayfield Farm,Extensive selection of bulk grains including Maine Grains,Maple products from several Maine maple producers,Selection of prepared foods made daily from our cafe,"44.404652, -68.592750",,,,,,,,,,,
Hancock,Blue Hill,Blue Hill FarmDrop,"5 Main St., Blue Hill, Maine",bluehill@farmdrop.us,,All,,All,All,All,All,All,,,,"44.412310, -68.589387",,,,,,,,,,,
Hancock,Blue Hill/Penobscot,Blue-Zee Farm,"652 Front Ridge Rd, Penobscot, Maine",bluezeefarm@yahoo.com,(207) 374-9976,,,,,Organic vegetables (seasonal),organic frozen Maine wild blueberries,,,,,"44.529110, -68.671004",,,,,,,,,,,
Hancock,Brooklin,5 Star Nursery and Orchard,"853 Bay Rd, Brooklin, Maine",5starnurseryandorchard@gmail.com,(207) 359-4960,,,,,Asparagus,"Apples, Peaches, Pears, Plums, Asian Pears, Strawberries",,,,"dried apple rings, sweet cider","44.315511, -68.570599",,,,,,,,,,,
Hancock,Brooksville,Fresh Maine Scallops - Dana Black,"310 Bagaduce Rd, Brooksville, Maine",dana@freshmainescallops.com,(207) 479-6687,scallops / lobster during season,"Scallops, Lobster",,,,,,,,,"44.368151, -68.686235",,,,,,,,,,,
Hancock,Brooksville,Sunset Acres Farm,"769 Bagaduce Rd, Brooksville, Maine",safarm1988@gmail.com,(207) 326-4741,"Maine raised beef, lamb, poultry",,Eggs,many types of goat cheese,,,,,,,"44.392808, -68.705887",,,,,,,,,,,
Hancock,Bucksport,Pemaquid Mussel Farms,"121 Heritage Park Road, Bucksport, Maine",nickeyp@pemaquidmussels.com,(207) 930-0057,,Fresh sustainable farm raised mussels/oysters,,,,,,,,,"44.578608, -68.760017",,,,,,,,,,,
Hancock,Bucksport,Tuscan Garden Farm Stand,"Bucksmills Rd, Bucksport, Maine",Paradisemaine@gmail.com,(207) 974-6547,,,,,All types,Berries,Sunflowers,,,,"44.655833, -68.704167",,,,,,,,,,,
Hancock,Dedham,Lone Spruce Farm,"306 Bald Mtn. Rd, Dedham, Maine",Lonespruceorders@gmail.com,(973) 570-8925,"humanely raised chicken, in limited availability",,"humanely raised hen eggs, seasonal goose eggs","licensed raw goat dairy as cheese, milk, yogurt","wide variety of organic, seasonal veggies and herbs","organic apples, plums, peaches, blueberries, elderberries. limited, seasonal",seasonal variety,,,"soups, salads, sandwiches, wraps, ferments, breads and specials","44.679013, -68.635555",,,,,,,,,,,
Hancock,Dedham,Mountain Foot Farm,"772 Bald Mountain Road, Dedham, Maine",mountainfootfarm@gmail.com,(207) 949-3825,"Lamb, Pork, Beef, Chicken, Rabbit",,"Chicken Eggs, Duck Eggs, Goose Eggs",,Mixed Vegetables,"Apple, Blackberries, Raspberry, Mullberries all during the season and in limited supply.",,,,"Sourdough bread, seasonal pies, cookies, and scones","44.652920, -68.616602",,,,,,,,,,,
Hancock,Deer Isle,Deer Isle FarmDrop,"Deer Isle, Maine",deerisle@farmdrop.us,,,,,,,,,,,,"44.224428, -68.678456",,,,,,,,,,,
Hancock,Deer Isle,Yellow Birch Farm,"73 Reach Rd, Deer Isle, Maine",yellowbirchfarm73@gmail.com,(207) 348-2601,Meat from Rainbow Farm,,,"Award winning Goat cheeses fresh and aged, yogurt, cajeta",MOFGA certified mixed vegetables,,,,,Variety of value added products from our farm.,"44.265494, -68.666390",,,,,,,,,,,
Hancock,Franklin,American Unagi,"Franklin, Maine",sara@americanunagi.com,(207) 200-3464,,Smoked eel,,,,,,,,,"44.587116, -68.229992",,,,,,,,,,,
Hancock,Hancock,Blue Ox Blueberries,"603 Point Road, Hancock, Maine",blueoxblueberries@gmail.com,(207) 702-1152,,,,,,Frozen organic wild blueberries,,,,,"44.489955, -68.251585",,,,,,,,,,,
Hancock,Lamoine,Seal Cove Farm,"202 Partridge Cove Rd, Lamoine, Maine",sales@mainegoatcheese.com,(207) 667-7127,,,Eggs,fresh and aged goatcheese,,,,,,,"44.490895, -68.307553",,,,,,,,,,,
Hancock,Mariaville,Notch Hill Farm,"3566 Mariaville Rd, Mariaville, Maine",notchhillfarm@yahoo.com,(207) 290-0420,,,"chicken, duck, goose, turkey eggs",,,,,,,,"44.805209, -68.369671",,,,,,,,,,,
Hancock,Mount Desert,MDI FarmDrop,"1043 Main Street, Mount Desert, Maine",farmdrop@healthyacadia.org,(207) 667-7171,,,,,,,,,,,"44.377192, -68.331202",,,,,,,,,,,
Hancock,Orland,Good Faith Farms LLC,"23 Thibs Dr., Orland, Maine",goodfaithfarm1@gmail.com,(207) 479-1482,,,pasture raised chickens,,,,,,,,"44.561710, -68.762430",,,,,,,,,,,
Hancock,Penobscot,Blue Hill Berry Co,"95 Dunbar Road, Penobscot, Maine",nicolas@bluehillberry.com,(207) 266-6349,,,,,,"organic wild blueberries: fresh in season, frozen year-round; dried wild blueberry powder.",,,,,"44.461914, -68.743576",,,,,,,,,,,
Hancock,Penobscot,Horsepower Farm,"90 Horsepower Farm Rd, Penobscot, Maine",horsepowerfarm@peoplepc.com,(207) 374-5273,lamb,,,,"market garden, storage crops, eggs, dry beans, herbs","Rhubarb, apples, peaches",,,,,"44.494112, -68.653574",,,,,,,,,,,
Hancock,Penobscot,Quill's End Farm,"192 Front Ridge Rd, Penobscot, Maine",quillsendfarm@gmail.com,(207) 326-9082,"Pork; (Veal, beef in coming months)",,,"Fresh cow milk, cheeses and yogurts; chevre",,Blueberries,,,,,"44.518882, -68.659065",,,,,,,,,,,
Hancock,Penobscot,Rock and Pebble Farm,"19 Bridges Point Rd, Penobscot, Maine",mcaplowman@gmail.com,(207) 326-9748,Home raised pork,,,,,,,,,,"44.449940, -68.705377",,,,,,,,,,,
Hancock,Sedgwick,Roaring Lion Farm,"144 Snows Cove Rd, Sedgwick, Maine",arianna@roaringlionfarm.com,,Beef and pork,,Eggs,,Greens,,,,,,"44.351652, -68.669920",,,,,,,,,,,
Hancock,Stonington,Long Cove Sea Farm,"10 Tidal Cove Lane, Stonington, Maine",Abbybarrows@gmail.com,,,Oyster,,,,,,,,,"44.183730, -68.663441",,,,,,,,,,,
Kennebec,Albion,Field of Greens,"24 Winslow Rd, Albion, Maine",shawesgreen@gmail.com,(207) 877-4817,,,,,mixed produce,,,,,,"44.531400, -69.444110",,,,,,,,,,,
Kennebec,Albion,Misty Brook Farm,"156 Bog Rd, Albion, Maine",mistybrookorganicfarm@yahoo.com,(207) 437-4719,"organic pork, beef, veal, lamb, stew hens, salami",,,"organic 100% grass-fed raw cow milk, Milkhouse yogurt, Fuzzy Udder Cheese",,,,"Organic Whole Wheat Flour, Whole Rye Flour, Cornmeal",,,"44.546813, -69.422318",,,,,,,,,,,
Kennebec,Albion,October Fields Farm,"352 South Freedom Road, Albion, Maine",info@octoberfields.com,(208) 746-5535,,,,,"Garlic, garlic powder, and a wide variety of other culinary and medicinal herbs.",,,,,,"44.505474, -69.410347",,,,,,,,,,,
Kennebec,Albion,Swan's Honey,"332 Bessey Ridge Rd, Albion, Maine",karen@swanshoney.com,(207) 437-5845,,,,,,,,,Honey,,"44.490000, -69.454709",,,,,,,,,,,
Kennebec,Augusta,Farmers Market at Mill Park,"1 Water Street, Augusta, Maine",manager@millparkmarket.com,,,,,,,,,,,,"44.319975, -69.773401",,,,,,,,,,,
Kennebec,Augusta,Maine Mushroom Co.,"30 Pine Tree Lane, Augusta, Maine",mainemushroomcompany@gmail.com,(207) 314-7238,,,,,"Gourmet Mushrooms: shiitake, blue oyster, brown oyster, pioppino, lions mane and chestnut",,,,,,"44.315337, -69.643048",,,,,,,,,,,
Kennebec,Belgrade,Sunrise Farm,514 Smithfield Road,sunrisefarm.me@gmail.com,(207) 877-4227,"Lamb, beef, duck, chicken, pork",,duck,,garlic,,,,,,"44.53623, -69.79173",,,,,,,,,,,
Kennebec,Belgrade,Winterberry Farm,"538 Augusta Rd, Belgrade, Maine",info@winterberryfarmstand.com,(207) 649-3331,"whole turkey, lamb leg",,,,"carrots, spinach, lettuce, arugula",,,,pints of maple syrup,"chicken pot pies, chimmichurri, pickles, jams, salsa, dilled beans and carrots, fruit pies, blueberry bread, cookies","44.491139, -69.856534",,,,,,,,,,,
Kennebec,Chelsea,Olde Haven Farm,"159 Togus Rd, Chelsea, Maine",kelby@oldehavenfarm.com,(207) 620-0917,"Pork, Beef, Lamb, Duck",,,Cows Milk Cheese,"Spring Greens, Spinach, Potatoes, Onions, Frozen Summer Vegetables",,,,,,"44.246076, -69.723966",,,,,,,,,,,
Kennebec,China,Full Fork Farm,"154 Dutton Rd., China, Maine",anson@fullforkfarm.com,(207) 558-2107,pork/beef,,Eggs,"milk, yogurt, cheese",mixed seasonal veggies,mixed seasonal fruits,,flour,,"jams, jellies, bread, pickles, maple syrup","44.482018, -69.479245",,,,,,,,,,,
Kennebec,Clinton,Battleridge Syrup,"898 Battleridge Road, Clinton, Maine",andymiller_09@yahoo.com,(802) 236-6894,,,,,,,,,,,"44.690886, -69.560216",,,,,,,,,,,
Kennebec,Gardiner,Butting Heads Farm,"281 Costello Road, Gardiner, Maine",buttingheadsfarm@yahoo.com,(207) 462-1637,,,,,,,,,,"Chicken Pies, assorted soups, bakery items, pickles and preserves","44.164109, -69.796496",,,,,,,,,,,
Kennebec,Gardiner,Maine Cap N Stem,"1 Commonwealth St, Gardiner, Maine",Sales@capnstem.com,(207) 317-9852,,,,,,Grow your own Mushrooms,,Mushroom Spawn,,,"44.216814, -69.784434",,,,,,,,,,,
Kennebec,Kents Hill,Kents Hill Orchard,"1625 Main St., Kents Hill, Maine",wildcran@gmail.com,(207) 713-3055,,,,,,Apples,,,,,"44.405260, -70.002766",,,,,,,,,,,
Kennebec,Litchfield,Applewald Farm,"525 Huntington Hill Rd, Litchfield, Maine",applewaldfair@gmail.com,(207) 268-9276,,,Chicken,,Huge assortment of fresh veggies,"Apples, strawberries, blueberries, rhubarb, pears, peaches, grapes",,,Syrup,,"44.153429, -69.974104",,,,,,,,,,,
Kennebec,Litchfield,From the Ground Up,"1469 Richmond Rd, Litchfield, Maine",Fibah4ewe@hotmail.com,(207) 240-3722,,,,,All seasonal,,,,,,"44.117234, -69.907566",,,,,,,,,,,
Kennebec,Monmouth,Elmcrest Farm,"127 Norris Hill Road, Monmouth, Maine",elmcrestfarmmaine@gmail.com,(207) 890-9951,"Beef, Pork, Chicken, Lamb",,Eggs,,,Apples,,,,,"44.241055, -70.060371",,,,,,,,,,,
Kennebec,Monmouth,Rabbit's Foot Farm - soaps & skincare,"309 Cobbossee Rd , Monmouth, Maine",scrapsofstyle@gmail.com,(207) 754-4021,,,,,,,,,,,"44.315006, -69.874920",,,,,,,,,,,
Kennebec,Monmouth,Stevens Farm and Greenhouses,"674 Main St, Monmouth, Maine",Smithm17281@yahoo.com,(207) 754-0445,,,,,"All herb and vegetable seedlings for home gardens. Later in the season, fresh local vegetables",,Large selection of annuals and perennials and hanging baskets,,Maine maple syrup,Some baked goods starting in June,"44.233063, -70.035813",,,,,,,,,,,
Kennebec,Monmouth,The Milkhouse,"445 S Monmouth Rd, Monmouth, Maine",mainemilkhouse@gmail.com,(207) 933-8184,"organic chicken, pork, beef",,,"cow raw milk, yogurt",,,,,,,"44.210636, -69.987648",,,,,,,,,,,
Kennebec,Mount Vernon,Cobbs Hill Sugarhouse,"945 North Rd, Mount Vernon, Maine",hardwoodnectar@gmail.com,(207) 620-2326,,,,,,,,,"Pure maple syrup, novel blends like birch/maple, and bourbon-barrel aged.",,"44.431170, -69.954888",,,,,,,,,,,
Kennebec,Mount Vernon,Hunters' Homestead & Harvest,"1434 North Rd, Mount Vernon, Maine",kraehunter@outlook.com,(207) 293-8018,,,,,"peas, carrots, tomatoes, lettuce, kale, bok choi, zukes, cukes, squash, etc","elderberries, raspberries, blackberries, strawberries, others to come",,,,fresh cut herbs,"44.457478, -69.971494",,,,,,,,,,,
Kennebec,Mt. Vernon,Jacobs Cattle Farm,"657 North Rd, Mt. Vernon, Maine",cathyjacobs72@gmail.com,(207) 491-1305,Grass fed Angus Beef,,,,,,,,,,"44.424393, -69.931822",,,,,,,,,,,
Kennebec,Oakland,Stone Grove Farm,"340 Snow Pond Rd, Oakland, Maine",stonegrovefarmME@gmail.com,(207) 240-7440,Lamb & mutton,,"Quail, duck, chicken",,,,,,,,"44.516533, -69.747930",,,,,,,,,,,
Kennebec,Pittston,Eastern River Farm,"766 Kelley Rd, Pittston, Maine",jenniferjoray@easternriverfarm.com,(978) 766-9570,,,Organic pastured,,,,"Specialty Cut Flowers, Heirloom, Fragrant, Edible, Medicinals",,,,"44.170279, -69.677769",,,,,,,,,,,
Kennebec,Pittston,Kelley Bros Farm,"264 Kelley Rd, Pittston, Maine",tlkell@aol.com,(207) 242-8818,BEEF ANGUS,,,,,,,,,,"44.169357, -69.717343",,,,,,,,,,,
Kennebec,Pittston,Sparrow Farm,"253 Whitefield Rd, Pittston, Maine",Sparrowfrm@gmail.com,(207) 588-7634,,,Eggs,,,,,,,,"44.222202, -69.735718",,,,,,,,,,,
Kennebec,Readfield,Dead Stream Maple Farm,"67 Winthrop Road, Readfield, Maine",Reportn14@aol.com,(207) 631-1852,,,Eggs,,,,,,,,"44.383529, -69.967005",,,,,,,,,,,
Kennebec,Readfield,R&L Berry Farm,"22 Berry Rd, Readfield, Maine",rlberry@myfairpoint.net,(207) 685-4709,,,,,,"Frozen berries as long as they last (raspberries, blueberries, strawberries and blackberries for $5.00 per quart bag). Call first.",,,,"Frozen or fresh breads and pies, jams ($5.00 per 8 oz. jar), raspberry vinaigrette and honey lemon salad dressing","44.366715, -69.907613",,,,,,,,,,,
Kennebec,Sidney,Bacon Farm Maple Products,"1427 Pond Rd, Sidney, Maine",shelley@baconfarmmaple.com,(207) 547-5053,,,,,,,,,All maple products,,"44.489781, -69.767493",,,,,,,,,,,
Kennebec,Sidney,Kennebec Cheesery at Koons Farm,"795 Pond Rd, Sidney, Maine",kennebeccheesery@gmail.com,(207) 480-0431,lamb,,,"Goat cheese (fresh and aged), feta, pasteurized goat milk, goat yoghurt, cow yoghurt",,,,,,,"44.448172, -69.787677",,,,,,,,,,,
Kennebec,Sidney,Stasha Baldwin - SLB Farm,"3252 Middle Rd, Sidney, Maine",slbaldwin91@gmail.com,(207) 530-6520,,,,,Microgreens and Mushrooms,,,,"Dark & Very Dark - Half pint, pint, quart, half gallon, gallon",,"44.465260, -69.732355",,,,,,,,,,,
Kennebec,Sidney,Wolf Creek Farm Store,"26 Blake Road, Sidney, Maine",wcfarmstoremaine@gmail.com,(207) 446-7220,grass-fed beef; some chicken and pork products,,,,,,,,"1/2 pints, pints & quarts of local maple syrup",,"44.447245, -69.742815",,,,,,,,,,,
Kennebec,South China,3 Level Farm,"149 Vassalboro Road, South China, Maine",houseworksllc2014@gmail.com,(207) 380-8140,Goat,,"Brown, chicken",Goat: aged goat cheese only till Spring,,,,,,,"44.396828, -69.597386",,,,,,,,,,,
Kennebec,South China,Dig Deep Farm,"109 Vassalboro Rd, South China, Maine",digdeepfarm@yahoo.com,(207) 215-3732,,,,,Mixed Organic Veggies,,,,,,"44.394421, -69.597150",,,,,,,,,,,
Kennebec,Vassalboro,Freedom Acres Farm,"473 Priest Hill Rd., Vassalboro, Maine",Freedom.acres22@gmail.com,(207) 899-9998,"Pork, Chicken",,Chicken,,,,,,,,,,,,,,,,,,,
Kennebec,Vassalboro,"Junction Garden, LLC","1026 Webber Pond Rd., Vassalboro, Maine",JunctionGardenLLC@gmail.com,(207) 518-8661,,,,,"Variety of mixed vegetables: Cucumbers, Tomatoes, Potatoes, Peas, Onions, Lettuces/greens, Radish, Beets, eggplant, basil, oregano, cilantro, dill.....",,,,,,"44.431438, -69.655374",,,,,,,,,,,
Kennebec,Vassalboro,Wicked Quail & Pork,"Vassalboro, Maine",wickedquailpork@gmail.com,,"Chicken, pork, quail",,,,,,,,,,"44.486039, -69.622875",,,,,,,,,,,
Kennebec,Wayne,Bachelder Farm,"382 Old Winthrop Rd, Wayne, Maine",BAYLEE.PHILLIPS88@GMAIL.Com,(207) 482-2209,Beef,,Barnyard mix and Pastels,,,,,,,,"44.328580, -70.044636",,,,,,,,,,,
